STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,TOT,Total,NBR,Number,A,Annual,2021,,91248,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FREEMOVS,Free movements,NBR,Number,A,Annual,2009,,28975,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,HUMNTRN,Humanitarian,NBR,Number,A,Annual,2009,,11242,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAM,Family,NBR,Number,A,Annual,2009,,35038,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,TOT,Total,NBR,Number,A,Annual,2012,,98031,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,HUMNTRN,Humanitarian,NBR,Number,A,Annual,2012,,17397,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAM,Family,NBR,Number,A,Annual,2015,,32043,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,WORK,Work,NBR,Number,A,Annual,2015,,10005,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAMWORKR,Family accompanying workers,NBR,Number,A,Annual,2015,,10028,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,TOT,Total,NBR,Number,A,Annual,2015,,120471,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FREEMOVS,Free movements,NBR,Number,A,Annual,2011,,27288,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FREEMOVS,Free movements,NBR,Number,A,Annual,2019,,26991,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FREEMOVS,Free movements,NBR,Number,A,Annual,2017,,32096,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,HUMNTRN,Humanitarian,NBR,Number,A,Annual,2017,,36607,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAM,Family,NBR,Number,A,Annual,2017,,38239,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,HUMNTRN,Humanitarian,NBR,Number,A,Annual,2018,,25377,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,WORK,Work,NBR,Number,A,Annual,2018,,16608,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAMWORKR,Family accompanying workers,NBR,Number,A,Annual,2018,,15373,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,TOT,Total,NBR,Number,A,Annual,2013,,107414,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,TOT,Total,NBR,Number,A,Annual,2020,,79741,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,HUMNTRN,Humanitarian,NBR,Number,A,Annual,2020,,10471,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,WORK,Work,NBR,Number,A,Annual,2016,,9786,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAMWORKR,Family accompanying workers,NBR,Number,A,Annual,2016,,8629,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FREEMOVS,Free movements,NBR,Number,A,Annual,2016,,32653,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,OTH,Other,NBR,Number,A,Annual,2014,,198,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,IMMIGINFLOW,Permanent immigrant inflows,FAM,Family,NBR,Number,A,Annual,2014,,31401,,A,,,,,,,
